0,1
0,1564001473.1782267
0,1564001476.5444872
0,1564001551.2428374
0,1564001553.1633093
0,1564001664.9702322
0,1564001669.2157588
0,1564001691.3476396
0,1564001826.0971994
0,1564001970.0560791
0,1564002234.8153098
0,1564002241.343439
0,1564002277.580873
0,1564002370.692419
0,1564002510.0113223
0,1564002657.6399431
0,1564002753.4225414
0,1564002786.272775
0,1564002807.8617167
0,1564002965.1646597
0,1564003000.000388
0,1564003098.9068859
0,1564003111.653996
0,1564003114.8431778
0,1564003125.5326607
0,1564003151.4006062
0,1564003178.9405928
0,1564003243.422652
0,1564003257.1896117
0,1564003367.7838485
0,1564003785.0526247
0,1564003837.1123219
0,1564003850.451333
0,1564004032.2915723
0,1564004038.7940662
0,1564004165.8508205
0,1564004191.451493
0,1564004203.980502
0,1564004271.9415197
0,1564004537.5014894
0,1564004629.61331
0,1564004725.805226
0,1564004731.9526105
0,1564004744.7411284
0,1564004783.521256
0,1564004929.7714105
0,1564005113.6649528
0,1564005176.9820764
0,1564005227.5707858
0,1564005387.723094
0,1564005472.0932992
0,1564005498.0027797
0,1564005822.611061
0,1564005832.8541486
0,1564005943.8409078
0,1564006004.2639039
0,1564006038.985425
0,1564006125.0326204
0,1564006168.4180515
0,1564006201.7351148
0,1564006213.249124
0,1564006235.303627
0,1564006375.4348185
0,1564006433.8940496
0,1564006488.3263946
0,1564006540.5019114
0,1564006593.2340224
0,1564006616.3304071
0,1564006625.3009236
0,1564006710.711135
0,1564006720.3442874
0,1564006796.4613805
0,1564007014.0003319
0,1564007080.77224
0,1564007115.169164
0,1564007153.6455321
0,1564007171.3897343
0,1564007221.8502047
0,1564007345.0677292
0,1564007349.9204876
0,1564007504.175439
0,1564007568.4714494
0,1564007650.187502
0,1564007668.1311083
0,1564007741.4191883
0,1564007776.386526
0,1564007797.674257
0,1564007806.0469086
0,1564008032.2302737
0,1564008048.043582
0,1564008140.5870652
