1.0,1563916718.22556
0.0,1563917179.8218195
1.0,1563917990.3247006
1.0,1563917996.6847992
0.0,1563918137.588356
0.0,1563918152.432009
1.0,1563918234.3484225
1.0,1563918442.5075178
0.0,1563918749.345299
0.0,1563919201.1543913
0.0,1563919781.0767155
0.0,1563919789.238457
0.0,1563919801.61531
0.0,1563919809.8108509
0.0,1563919946.6530461
0.0,1563919959.4540007
1.0,1563919995.7894056
0.0,1563919997.1520634
1.0,1563920002.1508567
0.0,1563920004.7513804
1.0,1563920008.6508846
0.0,1563920012.1954453
1.0,1563920014.9834025
0.0,1563920019.7417653
1.0,1563920021.4006565
1.0,1563920027.762599
0.0,1563920027.05526
1.0,1563920057.6091926
0.0,1563920056.7640328
1.0,1563920063.9719474
0.0,1563920064.2883706
0.0,1563920071.7351112
0.0,1563920079.0422404
0.0,1563920124.1927574
0.0,1563920144.1270447
0.0,1563920286.0843215
0.0,1563920293.7180438
0.0,1563920306.3282402
0.0,1563920314.2849402
0.0,1563920325.6031392
1.0,1563920405.0076668
1.0,1563920411.3635678
0.0,1563920413.2698338
1.0,1563920423.0367725
0.0,1563920426.3152788
1.0,1563920429.4004574
0.0,1563920433.5587149
1.0,1563920435.7878847
1.0,1563920442.9519162
1.0,1563920449.3216805
0.0,1563920451.0418658
1.0,1563920465.799973
0.0,1563920464.8905132
0.0,1563920634.5827765
0.0,1563920646.4891145
0.0,1563920671.7835116
1.0,1563920675.321172
0.0,1563920679.2762554
1.0,1563920681.962897
0.0,1563920686.817874
0.0,1563920694.138643
0.0,1563920808.5081162
0.0,1563920818.37485
0.0,1563920826.259767
0.0,1563920835.255799
0.0,1563920844.1969554
0.0,1563920851.5180118
0.0,1563920859.104422
0.0,1563920866.615311
0.0,1563920891.1403315
0.0,1563920936.6580913
1.0,1563920952.0755274
0.0,1563920951.8987565
0.0,1563920959.3785114
1.0,1563921060.0129974
0.0,1563921059.9716845
1.0,1563921066.6137133
0.0,1563921067.749975
1.0,1563921074.3648927
0.0,1563921074.8815436
0.0,1563987352.8456619
1.0,1563987676.7494113
0.0,1563987678.0977974
1.0,1563987683.7286332
0.0,1563987685.3687415
1.0,1563987691.9713511
0.0,1563987693.2064564
1.0,1563987698.3655412
0.0,1563987700.6453633
1.0,1563987704.7224114
0.0,1563987708.1395276
0.0,1563987716.1365376
0.0,1563987723.6758614
1.0,1563987730.9400945
0.0,1563987731.595644
1.0,1563987737.270034
0.0,1563987739.2050607
0.0,1563987780.2062173
0.0,1563987795.3575804
1.0,1563987830.4871647
0.0,1563987831.5601315
0.0,1563987839.903471
1.0,1563987843.1243494
0.0,1563987847.678883
0.0,1563987858.8938613
0.0,1563987868.0540578
1.0,1563987873.573424
0.0,1563987875.6067874
1.0,1563987881.6074386
0.0,1563987883.176306
1.0,1563987888.4215245
0.0,1563987890.756383
1.0,1563987894.8066206
1.0,1563987901.380676
1.0,1563987909.5477314
0.0,1563987914.742899
0.0,1563987922.3791866
0.0,1563987929.644475
0.0,1563987978.081774
0.0,1563987986.253374
0.0,1563987993.6003027
1.0,1563988007.2083073
0.0,1563988006.08338
1.0,1563989353.4768395
0.0,1563989353.8787215
1.0,1563991017.6338785
0.0,1563991018.0051208
1.0,1563993275.9146984
0.0,1563993276.4310126
1.0,1563994188.5100696
0.0,1563994189.0380757
0.0,1563994196.8189304
1.0,1563994200.117125
0.0,1563994204.4309614
0.0,1563994211.8391178
0.0,1563994219.1842525
1.0,1563994222.5992644
0.0,1563994226.924144
0.0,1563994234.467231
0.0,1563994241.8854175
1.0,1563995156.3636885
0.0,1563995157.0108912
1.0,1563995162.7669563
0.0,1563995164.3198178
1.0,1563995172.1837015
0.0,1563995172.2286608
1.0,1563995178.5611172
0.0,1563995179.859892
1.0,1563995185.0227642
0.0,1563995188.111751
1.0,1564000199.2088253
1.0,1564000215.604877
1.0,1564000251.2376127
1.0,1564001082.3554327
1.0,1564001117.8383312
1.0,1564001185.7402725
0.0,1564001190.371011
0.0,1564001200.8921447
1.0,1564001283.9817965
0.0,1564001283.5115643
0.0,1564001388.525239
1.0,1564001514.1294832
1.0,1564001525.622803
0.0,1564001652.251148
1.0,1564001663.8584325
0.0,1564001665.004865
1.0,1564001674.0964592
0.0,1564001674.952045
1.0,1564002998.2132597
0.0,1564002998.6040492
0.0,1564003099.3319747
0.0,1564003106.8923078
0.0,1564003114.585493
1.0,1564003116.7639894
0.0,1564003232.2387106
1.0,1564003235.2837026
1.0,1564003241.723969
0.0,1564003240.3503141
1.0,1564003248.2207289
0.0,1564003247.9540656
1.0,1564003254.6539283
0.0,1564003255.50155
0.0,1564003840.513969
1.0,1564003847.3245864
0.0,1564004042.0117981
1.0,1564004050.496386
0.0,1564004050.1714697
1.0,1564004057.6084971
0.0,1564004058.1193006
1.0,1564004064.587063
0.0,1564007770.3423207
