0,1
0.0,1563911346.831886
0.0,1563911351.9115393
0.0,1563911360.1466115
0.0,1563911363.818417
0.0,1563911366.3694012
0.0,1563911384.8829525
0.0,1563911552.3349655
0.0,1563911594.884959
0.0,1563911651.3903358
0.0,1563911654.3160367
0.0,1563912933.4131696
1.0,1563912950.9814198
0.0,1563912950.7523837
1.0,1563912957.3862169
0.0,1563912953.3174765
0.0,1563912955.8979228
0.0,1563912972.198026
0.0,1563912979.2705696
1.0,1563913004.9516144
0.0,1563913040.0544784
0.0,1563913053.8473122
1.0,1563913055.4476972
1.0,1563913062.129172
0.0,1563913063.1038346
1.0,1563913068.461874
0.0,1563913073.3539805
1.0,1563913080.6888635
0.0,1563913080.3431726
1.0,1563913111.0867743
0.0,1563913111.2306392
1.0,1563913137.6530912
1.0,1563913145.2378552
0.0,1563913145.6583734
1.0,1563913151.86851
0.0,1563913153.3472776
1.0,1563913165.6479053
0.0,1563913165.7412608
1.0,1563913175.127021
0.0,1563913175.5459352
1.0,1563913186.342781
0.0,1563913186.5883994
1.0,1563913192.8281796
0.0,1563913192.5019042
0.0,1563913325.376441
1.0,1563913336.6172512
1.0,1563913343.225114
0.0,1563913345.2751215
1.0,1563913361.5179234
1.0,1563913368.9612238
0.0,1563913370.9121792
0.0,1563913393.488859
1.0,1563913414.5666182
0.0,1563913413.8190875
1.0,1563913420.9519696
0.0,1563913424.3018653
1.0,1563913427.3479898
1.0,1563913433.7308862
0.0,1563913435.1949694
1.0,1563913440.1945078
0.0,1563913441.830685
0.0,1563913447.752595
1.0,1563913449.7490807
0.0,1563913453.6791387
1.0,1563913456.8440602
0.0,1563913459.560488
1.0,1563913464.4164119
0.0,1563913465.4758766
1.0,1563913470.8291414
0.0,1563913473.7786338
0.0,1563914594.8933425
1.0,1563914603.5293224
0.0,1563914603.8244426
0.0,1563914736.9153266
0.0,1563914829.2382565
1.0,1563915278.6286066
1.0,1563915358.275808
1.0,1563915364.6699429
1.0,1563915371.061908
1.0,1563915377.8242085
1.0,1563915489.2772207
1.0,1563916705.406944
1.0,1563916711.809416
